engine_id,cycle,RUL,sensor_2,sensor_3,sensor_4,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_20,sensor_21,sensor_2_roll_mean,sensor_2_roll_std,sensor_3_roll_mean,sensor_3_roll_std,sensor_4_roll_mean,sensor_4_roll_std,sensor_7_roll_mean,sensor_7_roll_std,sensor_8_roll_mean,sensor_8_roll_std,sensor_9_roll_mean,sensor_9_roll_std,sensor_11_roll_mean,sensor_11_roll_std,sensor_12_roll_mean,sensor_12_roll_std,sensor_13_roll_mean,sensor_13_roll_std,sensor_14_roll_mean,sensor_14_roll_std,sensor_15_roll_mean,sensor_15_roll_std,sensor_20_roll_mean,sensor_20_roll_std,sensor_21_roll_mean,sensor_21_roll_std,sensor_2_diff,sensor_3_diff,sensor_4_diff,sensor_7_diff,sensor_8_diff,sensor_9_diff,sensor_11_diff,sensor_12_diff,sensor_13_diff,sensor_14_diff,sensor_15_diff,sensor_20_diff,sensor_21_diff,sensor_2_lag1,sensor_3_lag1,sensor_4_lag1,sensor_7_lag1,sensor_8_lag1,sensor_9_lag1,sensor_11_lag1,sensor_12_lag1,sensor_13_lag1,sensor_14_lag1,sensor_15_lag1,sensor_20_lag1,sensor_21_lag1
1,15,125.0,642.43,1583.82,1402.13,553.64,2388.11,9052.22,47.3,522.5,2388.08,8127.56,8.4199,38.99,23.35,642.4379999999999,0.3791701465041817,1584.824,4.621328813231093,1400.582,1.0804952568151132,554.124,0.5382192861650196,2388.092,0.026832815729004957,9049.078,2.136368413922962,47.29,0.12489995996796822,521.8439999999999,0.4061157470474705,2388.038,0.038987177379110005,8132.9839999999995,5.354113371978392,8.41186,0.01681630161480484,39.019999999999996,0.10319883720275196,23.370600000000003,0.07294028379434757,0.07999999999992724,-9.13000000000011,2.9700000000000273,-0.8400000000000318,0.01999999999998181,4.849999999998545,-0.14000000000000057,0.8300000000000409,0.07999999999992724,-6.869999999999891,0.0235000000000003,-0.18999999999999773,-0.03259999999999863,642.35,1592.95,1399.16,554.48,2388.09,9047.37,47.44,521.67,2388.0,8134.43,8.3964,39.18,23.3826
1,16,125.0,642.13,1587.98,1404.5,553.94,2388.05,9049.34,47.24,521.49,2388.07,8136.11,8.3936,38.97,23.455,642.408,0.4001499718855441,1586.0700000000002,4.420831369776448,1401.354,2.063814429642451,554.0040000000001,0.4867031949761488,2388.0919999999996,0.026832815729004957,9049.024000000001,2.122929579615859,47.308,0.10449880382090161,521.8619999999999,0.38284461599964936,2388.05,0.03741657386792567,8132.089999999999,3.9605113306235875,8.403780000000001,0.012727607787799375,39.025999999999996,0.09813256340277665,23.36586,0.06443320572499774,-0.2999999999999545,4.160000000000082,2.369999999999891,0.3000000000000682,-0.05999999999994543,-2.8799999999991996,-0.05999999999999517,-1.009999999999991,-0.009999999999763531,8.549999999999272,-0.026300000000000878,-0.020000000000003126,0.10499999999999687,642.43,1583.82,1402.13,553.64,2388.11,9052.22,47.3,522.5,2388.08,8127.56,8.4199,38.99,23.35
1,17,125.0,642.58,1584.96,1399.95,553.8,2388.06,9054.92,47.12,521.89,2388.04,8137.27,8.4542,38.81,23.3319,642.5120000000001,0.3517385392589064,1586.38,4.2382484589744704,1401.314,2.094690907986288,553.86,0.39344631145812164,2388.0860000000002,0.030495901363287673,9050.134,3.40990908969709,47.296,0.12441864811996597,521.88,0.38131351929864066,2388.054,0.03435112807494415,8132.694,4.557557459867851,8.41586,0.024294608455377825,38.976,0.13371611720357554,23.35904,0.066195264181056,0.4500000000000455,-3.019999999999982,-4.5499999999999545,-0.14000000000010004,0.009999999999763531,5.579999999999927,-0.12000000000000455,0.39999999999997726,-0.03000000000020009,1.160000000000764,0.060600000000000875,-0.1599999999999966,-0.12309999999999732,642.13,1587.98,1404.5,553.94,2388.05,9049.34,47.24,521.49,2388.07,8136.11,8.3936,38.97,23.455
1,18,125.0,642.62,1591.04,1396.12,554.2,2388.05,9049.55,47.21,521.76,2388.07,8132.73,8.4028,38.89,23.3987,642.422,0.1966468916611391,1588.15,3.8841343952029903,1400.3719999999998,3.1566390354299974,554.0120000000001,0.3327461494893802,2388.072,0.026832815729652133,9050.679999999998,2.9316292398585437,47.262,0.11882760622010795,521.862,0.3851882656570928,2388.052,0.03271085446788485,8133.62,3.797841492215695,8.41338,0.025001439958532583,38.968,0.13827508813955092,23.38364,0.04777240835461473,0.03999999999996362,6.079999999999927,-3.8300000000001546,0.40000000000009095,-0.009999999999763531,-5.3700000000008,0.09000000000000341,-0.12999999999999545,0.03000000000020009,-4.540000000000873,-0.051400000000001,0.0799999999999983,0.06680000000000064,642.58,1584.96,1399.95,553.8,2388.06,9054.92,47.12,521.89,2388.04,8137.27,8.4542,38.81,23.3319
1,19,125.0,641.79,1587.56,1400.35,554.18,2388.04,9053.99,47.4,521.89,2388.03,8129.13,8.4321,38.8,23.3464,642.3100000000001,0.34864021569522713,1587.072,2.8215102338993794,1400.61,3.0864947756315075,553.952,0.24190907382734508,2388.0620000000004,0.02774887385087405,9052.004,2.5304604324077387,47.254,0.10430723848324977,521.906,0.370040538319664,2388.058,0.021679483389363086,8132.56,4.230260039288113,8.42052,0.024018263883972622,38.892,0.08786353054597094,23.3764,0.05062721600088263,-0.8300000000000409,-3.480000000000018,4.230000000000018,-0.020000000000095497,-0.010000000000218279,4.440000000000509,0.18999999999999773,0.12999999999999545,-0.03999999999996362,-3.5999999999994543,0.029300000000000992,-0.09000000000000341,-0.052300000000002456,642.62,1591.04,1396.12,554.2,2388.05,9049.55,47.21,521.76,2388.07,8132.73,8.4028,38.89,23.3987
1,20,125.0,643.04,1581.11,1405.23,554.81,2388.05,9045.9,47.22,522.07,2388.02,8129.71,8.421,39.03,23.422,642.432,0.48225511920558606,1586.53,3.7197042893218617,1401.23,3.715434025790419,554.1859999999999,0.3870142116252264,2388.05,0.00707106781156564,9050.74,3.7025869334828956,47.238,0.10158740079361268,521.8199999999999,0.21494185260187412,2388.046,0.023021728866756307,8132.99,3.666687878726116,8.420739999999999,0.02401620286390304,38.9,0.10000000000001211,23.3908,0.05147343975294633,1.25,-6.4500000000000455,4.880000000000109,0.6299999999999955,0.010000000000218279,-8.090000000000146,-0.17999999999999972,0.18000000000006366,-0.010000000000218279,0.5799999999999272,-0.011100000000000776,0.23000000000000398,0.07560000000000144,641.79,1587.56,1400.35,554.18,2388.04,9053.99,47.4,521.89,2388.03,8129.13,8.4321,38.8,23.3464
1,21,125.0,642.37,1586.07,1398.13,554.08,2388.11,9048.15,47.15,522.42,2388.08,8134.02,8.4049,39.09,23.3101,642.48,0.4559056920021833,1586.148,3.630574334729924,1399.956,3.391884431993484,554.2139999999999,0.3694319964484543,2388.0620000000004,0.02774887385087405,9050.501999999999,3.85037270923253,47.22,0.10885770528539898,522.006,0.2563786262540435,2388.0480000000002,0.02588435821137677,8132.572,3.325330058805976,8.422999999999998,0.021189030180736257,38.924,0.130690474021644,23.36182,0.04687672130172904,-0.6699999999999591,4.960000000000036,-7.099999999999909,-0.7299999999999045,0.05999999999994543,2.25,-0.07000000000000028,0.34999999999990905,0.05999999999994543,4.3100000000004,-0.01609999999999978,0.060000000000002274,-0.11190000000000211,643.04,1581.11,1405.23,554.81,2388.05,9045.9,47.22,522.07,2388.02,8129.71,8.421,39.03,23.422
1,22,125.0,642.77,1592.93,1400.57,553.63,2388.04,9061.21,47.24,522.0,2388.03,8130.41,8.4034,38.92,23.3792,642.5179999999999,0.4738881724626407,1587.7419999999997,4.599029245395078,1400.08,3.4029252122254827,554.1800000000001,0.42124814539638955,2388.058,0.029495762407439886,9051.759999999998,6.0525036142063655,47.244,0.0934344690143942,522.028,0.24853571171948613,2388.046,0.027018512172397355,8131.2,2.0870074269154992,8.41284,0.01313860723212927,38.946000000000005,0.11502173707609101,23.371280000000002,0.044014508971475956,0.39999999999997726,6.860000000000127,2.439999999999827,-0.4500000000000455,-0.07000000000016371,13.05999999999949,0.09000000000000341,-0.4199999999999591,-0.04999999999972715,-3.610000000000582,-0.0015000000000000568,-0.1700000000000017,0.06910000000000238,642.37,1586.07,1398.13,554.08,2388.11,9048.15,47.15,522.42,2388.08,8134.02,8.4049,39.09,23.3101
1,23,125.0,642.14,1588.19,1394.75,553.98,2388.05,9046.28,47.25,521.52,2388.05,8127.9,8.424,38.94,23.4562,642.4219999999999,0.49615521764866355,1587.172,4.251578530381342,1399.806,3.8298668384161347,554.136,0.43003488230597553,2388.058,0.029495762407439886,9051.106,6.510355597045921,47.251999999999995,0.09148770409186972,521.98,0.3247306576224627,2388.0420000000004,0.023874672772656123,8130.2339999999995,2.3079059772882675,8.417079999999999,0.012493478298701975,38.956,0.1110405331399356,23.38278,0.05819666657120716,-0.6299999999999955,-4.740000000000009,-5.819999999999936,0.35000000000002274,0.010000000000218279,-14.929999999998472,0.00999999999999801,-0.4800000000000182,0.01999999999998181,-2.5100000000002183,0.02059999999999995,0.01999999999999602,0.07699999999999818,642.77,1592.93,1400.57,553.63,2388.04,9061.21,47.24,522.0,2388.03,8130.41,8.4034,38.92,23.3792
1,24,125.0,642.38,1590.83,1398.81,553.49,2388.12,9043.76,47.44,522.13,2388.03,8133.88,8.3891,39.0,23.3696,642.54,0.35965261016705297,1587.826,4.566057380278864,1399.498,3.837097861665706,553.9979999999999,0.5147523676487292,2388.0739999999996,0.03781534080205583,9049.06,6.968762443935894,47.260000000000005,0.10793516572462075,522.028,0.3258373827539013,2388.042,0.023874672772656123,8131.183999999999,2.6864344399226727,8.40848,0.014246297764688876,38.996,0.06877499545619695,23.38742,0.05543006404470708,0.2400000000000091,2.6399999999998727,4.059999999999945,-0.4900000000000091,0.06999999999970896,-2.5200000000004366,0.18999999999999773,0.6100000000000136,-0.01999999999998181,5.980000000000473,-0.034900000000000375,0.060000000000002274,-0.08660000000000068,642.14,1588.19,1394.75,553.98,2388.05,9046.28,47.25,521.52,2388.05,8127.9,8.424,38.94,23.4562
1,25,125.0,642.77,1594.1,1399.39,554.0,2388.02,9054.16,47.36,522.56,2388.02,8136.61,8.3917,38.95,23.4288,642.486,0.27645976199076155,1590.4240000000002,3.313077119536592,1398.33,2.192487172140132,553.836,0.259480249730229,2388.068,0.04438468204222772,9050.712,7.011303017270795,47.288,0.11300442469213502,522.126,0.40556133938024386,2388.042,0.023874672772656123,8132.564,3.413741349312057,8.402619999999999,0.013828846661967386,38.980000000000004,0.06819090848493094,23.38878,0.056562461049712985,0.38999999999998636,3.269999999999982,0.5800000000001546,0.5099999999999909,-0.09999999999990905,10.399999999999636,-0.0799999999999983,0.42999999999995,-0.010000000000218279,2.7299999999995634,0.002600000000001046,-0.04999999999999716,0.059200000000000585,642.38,1590.83,1398.81,553.49,2388.12,9043.76,47.44,522.13,2388.03,8133.88,8.3891,39.0,23.3696
1,26,125.0,642.16,1589.08,1396.07,554.11,2388.07,9047.11,47.26,522.28,2388.06,8131.15,8.426,38.86,23.4149,642.444,0.312137790086367,1591.0259999999998,2.4971443690737107,1397.9180000000001,2.421098924042346,553.842,0.26677706048320443,2388.06,0.03807886552931999,9050.504,7.120879861364814,47.31,0.08717797887081213,522.098,0.38447366619822204,2388.0380000000005,0.01643167672504318,8131.99,3.348380205412987,8.406839999999999,0.01744514259042281,38.934000000000005,0.050793700396814676,23.40974,0.03568035874259934,-0.6100000000000136,-5.019999999999982,-3.3200000000001637,0.11000000000001364,0.0500000000001819,-7.049999999999272,-0.10000000000000142,-0.2799999999999727,0.03999999999996362,-5.460000000000036,0.0343,-0.09000000000000341,-0.01389999999999958,642.77,1594.1,1399.39,554.0,2388.02,9054.16,47.36,522.56,2388.02,8136.61,8.3917,38.95,23.4288
1,27,125.0,642.44,1590.47,1401.84,554.07,2388.02,9047.96,47.37,522.0,2388.13,8134.6,8.4046,38.99,23.4472,642.3779999999999,0.25577333715619643,1590.5339999999999,2.2592321704501406,1398.172,2.8050525841771847,553.9300000000001,0.25149552679927534,2388.0559999999996,0.0415932686862813,9047.854000000001,3.85903874041563,47.336,0.08018728078691204,522.098,0.38447366619822204,2388.058,0.04324349662114494,8132.8279999999995,3.378279147732529,8.407079999999999,0.017394165688534212,38.948,0.055407580708789206,23.42334,0.03405184282826496,0.2800000000000864,1.3900000000001,5.769999999999982,-0.03999999999996362,-0.0500000000001819,0.8499999999985448,0.10999999999999943,-0.2799999999999727,0.07000000000016371,3.4500000000007276,-0.021399999999999864,0.13000000000000256,0.03229999999999933,642.16,1589.08,1396.07,554.11,2388.07,9047.11,47.26,522.28,2388.06,8131.15,8.426,38.86,23.4149
1,28,125.0,642.35,1582.84,1399.13,554.68,2388.12,9049.84,47.41,522.57,2388.08,8127.3,8.4323,39.01,23.2841,642.4200000000001,0.2219234102117452,1589.464,4.13507315533809,1399.048,2.052076996606024,554.0699999999999,0.4227883631322133,2388.07,0.04999999999970612,9048.566,3.8242881690612323,47.367999999999995,0.06833739825306505,522.308,0.2546958971006842,2388.064,0.04393176527332322,8132.7080000000005,3.6004402508585898,8.40874,0.01966095114688446,38.962,0.06140032573203903,23.38892,0.06523501360466043,-0.09000000000003183,-7.630000000000109,-2.709999999999809,0.6099999999999,0.09999999999990905,1.8800000000010186,0.03999999999999915,0.57000000000005,-0.0500000000001819,-7.300000000000182,0.027699999999999392,0.01999999999999602,-0.16310000000000002,642.44,1590.47,1401.84,554.07,2388.02,9047.96,47.37,522.0,2388.13,8134.6,8.4046,38.99,23.4472
1,29,125.0,641.91,1584.83,1400.99,554.25,2388.05,9050.47,47.24,522.41,2388.06,8133.06,8.4189,38.93,23.3597,642.326,0.32067117113953625,1588.264,4.494533346188269,1399.484,2.214064136379054,554.222,0.27179036038830645,2388.0559999999996,0.0415932686862813,9049.908,2.7396842883820525,47.327999999999996,0.07395944834839452,522.3639999999999,0.23586012804186432,2388.07,0.040000000000534185,8132.544,3.5520599657103347,8.4147,0.016478015657236864,38.948,0.05848076606886156,23.38694,0.06611235134224296,-0.44000000000005457,1.990000000000009,1.8599999999999,-0.42999999999995,-0.06999999999970896,0.6299999999991996,-0.1699999999999946,-0.16000000000008185,-0.01999999999998181,5.760000000000218,-0.013399999999998968,-0.0799999999999983,0.07560000000000144,642.35,1582.84,1399.13,554.68,2388.12,9049.84,47.41,522.57,2388.08,8127.3,8.4323,39.01,23.2841
1,30,125.0,642.2,1593.52,1396.08,554.37,2388.07,9045.62,47.4,522.19,2388.0,8137.86,8.4065,39.05,23.411,642.212,0.20315019074562507,1588.148,4.309950115720435,1398.8220000000001,2.692372559658037,554.296,0.24531612258474703,2388.0660000000003,0.03646916505738593,9048.2,1.9839732861179034,47.336,0.08018728078690862,522.29,0.21621748310420486,2388.066,0.04669047012010839,8132.794,3.9333039546928816,8.41766,0.012047115837416656,38.968,0.07429670248402646,23.38338,0.06373113054073438,0.2900000000000773,8.690000000000055,-4.910000000000082,0.12000000000000455,0.01999999999998181,-4.849999999998545,0.1599999999999966,-0.2199999999999136,-0.05999999999994543,4.799999999999272,-0.012400000000001299,0.11999999999999744,0.051300000000001234,641.91,1584.83,1400.99,554.25,2388.05,9050.47,47.24,522.41,2388.06,8133.06,8.4189,38.93,23.3597
1,31,125.0,642.02,1584.18,1396.9,554.13,2388.08,9058.78,47.41,521.95,2388.06,8125.28,8.4104,38.94,23.3353,642.184,0.22097511172071807,1587.168,4.592849877799062,1398.9879999999998,2.498913764018173,554.3,0.24166091947192858,2388.068,0.03701351104632496,9050.534,4.981343192352937,47.366,0.07231873892703963,522.224,0.2649150807332705,2388.0660000000003,0.04669047012010839,8131.62,5.214153814378763,8.414539999999999,0.011346937912941545,38.983999999999995,0.04979959839194776,23.36746,0.06383097210602383,-0.18000000000006366,-9.339999999999918,0.8200000000001637,-0.2400000000000091,0.009999999999763531,13.159999999999854,0.00999999999999801,-0.2400000000000091,0.05999999999994543,-12.579999999999927,0.0038999999999997925,-0.10999999999999943,-0.07570000000000121,642.2,1593.52,1396.08,554.37,2388.07,9045.62,47.4,522.19,2388.0,8137.86,8.4065,39.05,23.411
1,32,125.0,642.33,1591.38,1400.36,554.96,2388.04,9050.97,47.25,521.92,2388.07,8129.7,8.4148,39.02,23.4999,642.162,0.19279522815666136,1587.35,4.770985223200652,1398.6920000000002,2.1382633140002105,554.478,0.33833415435047653,2388.072,0.031144823004230875,9051.136,4.769898321766586,47.342,0.08871302046485681,522.208,0.28358420266285556,2388.054,0.03130495168522643,8130.640000000001,4.968742295591201,8.41658,0.009943188623381378,38.99,0.05244044240849914,23.378,0.08204267182387569,0.3100000000000591,7.2000000000000455,3.459999999999809,0.8300000000000409,-0.03999999999996362,-7.81000000000131,-0.1599999999999966,-0.030000000000086402,0.010000000000218279,4.420000000000073,0.004400000000000404,0.0800000000000054,0.16460000000000008,642.02,1584.18,1396.9,554.13,2388.08,9058.78,47.41,521.95,2388.06,8125.28,8.4104,38.94,23.3353
1,33,125.0,642.71,1588.4,1402.43,554.61,2388.04,9047.13,47.28,521.91,2388.08,8134.42,8.3753,38.83,23.3506,642.234,0.3113358315388717,1588.462,4.050582674134471,1399.3519999999999,2.733655062366046,554.464,0.3292111784251158,2388.0559999999996,0.018165902124839105,9050.594000000001,5.096747001764894,47.316,0.0826438140455722,522.076,0.21927152117851353,2388.054,0.03130495168522643,8132.064,4.789246287256701,8.40518,0.017339175297580004,38.95399999999999,0.08619744775804374,23.3913,0.06703189539316484,0.37999999999999545,-2.980000000000018,2.0700000000001637,-0.35000000000002274,0.0,-3.8400000000001455,0.030000000000001137,-0.009999999999990905,0.009999999999763531,4.720000000000255,-0.03950000000000031,-0.19000000000000483,-0.1493000000000002,642.33,1591.38,1400.36,554.96,2388.04,9050.97,47.25,521.92,2388.07,8129.7,8.4148,39.02,23.4999
